Philippines,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,"(n = 1,993)","(n = 1,387)",(n = 606),"(n = 1,940)","(n = 1,661)",(n = 279),"(n = 2,399)","(n = 1,847)",(n = 552),"(n = 2,051)","(n = 1,640)",(n = 411)
,(Percent of farmers),,,,,,,,,,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 42),(n = 19),(n = 23),(n = 42),(n = 28),(n = 14),(n = 60),(n = 32),(n = 28),(n = 43),(n = 29),(n = 14)
,(Percent of farmers),,,,,,,,,,,
14-14-14,31,42,22,26,36,7,42,56,25,53,55,50
16-20-0,31,16,43,17,14,21,37,28,46,16,10,29
Urea,38,47,30,12,18,0,23,16,32,21,10,43
45-0-0,0,0,0,0,0,0,30,34,25,37,41,29
Ammonium sulfate,2,5,0,12,4,29,18,9,29,23,17,36
45-0-0,14,32,0,21,18,29,0,0,0,0,0,0
Crop giant,7,0,13,2,0,7,3,3,4,9,10,7
Rice straw,0,0,0,0,0,0,0,0,0,21,31,0
17-0-17,2,5,0,2,4,0,7,13,0,7,10,0
17-17-17,7,11,4,0,0,0,2,3,0,5,7,0
15-15-20,5,5,4,0,0,0,0,0,0,0,0,0
20-10-0,2,5,0,2,4,0,0,0,0,0,0,0
Growmore,0,0,0,2,4,0,2,3,0,0,0,0
Organic,0,0,0,0,0,0,2,3,0,2,3,0
17-0-0,0,0,0,0,0,0,3,6,0,0,0,0
18-46-0,2,5,0,0,0,0,0,0,0,0,0,0
Ammophos,2,5,0,0,0,0,0,0,0,0,0,0
Latimgas,2,5,0,0,0,0,0,0,0,0,0,0
16-20-10,2,0,4,0,0,0,0,0,0,0,0,0
Zamboanga del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 51),(n = 39),(n = 12),(n = 51),(n = 42),(n = 9),(n = 60),(n = 45),(n = 15),(n = 60),(n = 49),(n = 11)
,(Percent of farmers),,,,,,,,,,,
Ammonium sulfate,71,74,58,73,81,33,75,73,80,78,80,73
14-14-14,41,49,17,39,45,11,33,33,33,43,39,64
Urea,37,36,42,31,36,11,63,60,73,22,24,9
16-20-0,8,10,0,12,10,22,33,31,40,23,14,64
17-0-17,2,3,0,6,7,0,18,22,7,20,20,18
45-0-0,0,0,0,0,0,0,0,0,0,23,22,27
45-0-0,12,8,25,6,7,0,0,0,0,0,0,0
Crop giant,4,5,0,8,10,0,3,2,7,3,4,0
Foliar,6,8,0,2,2,0,0,0,0,0,0,0
Agrowell,0,0,0,2,2,0,2,0,7,2,2,0
15-15-15,4,3,8,0,0,0,0,0,0,0,0,0
La themgas,0,0,0,0,0,0,2,0,7,2,2,0
17-17-17,0,0,0,0,0,0,2,0,7,0,0,0
Zamboanga Sibugay,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 22),(n = 4),(n = 18),(n = 22),(n = 10),(n = 12),(n = 24),(n = 8),(n = 16),(n = 25),(n = 6),(n = 19)
,(Percent of farmers),,,,,,,,,,,
14-14-14,82,50,89,36,20,50,67,38,81,68,50,74
Urea,27,50,22,27,10,42,33,13,44,76,83,74
Ammonium sulfate,5,25,0,23,20,25,29,13,38,32,33,32
16-20-0,23,0,28,23,10,33,8,0,13,20,17,21
45-0-0,0,0,0,0,0,0,29,75,6,0,0,0
17-0-17,9,0,11,0,0,0,8,0,13,24,0,32
0-0-60,14,25,11,0,0,0,4,0,6,4,0,5
Crop giant,0,0,0,0,0,0,4,13,0,8,33,0
17-0-0,5,25,0,0,0,0,4,0,6,4,0,5
Immonium,5,25,0,0,0,0,0,0,0,0,0,0
Bas foliar,5,25,0,0,0,0,0,0,0,0,0,0
Foliar,5,0,6,0,0,0,4,0,6,0,0,0
8/18/16,5,0,6,0,0,0,0,0,0,4,0,5
Lathemgas,0,0,0,5,0,8,0,0,0,0,0,0
45-0-0,0,0,0,5,0,8,0,0,0,0,0,0
18-46-0,0,0,0,5,0,8,0,0,0,0,0,0
Mega yield,0,0,0,0,0,0,4,0,6,0,0,0
12/12/12,0,0,0,0,0,0,0,0,0,4,0,5
Bukidnon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 47),(n = 29),(n = 18),(n = 48),(n = 42),(n = 6),(n = 80),(n = 67),(n = 13),(n = 77),(n = 71),(n = 6)
,(Percent of farmers),,,,,,,,,,,
Urea,60,55,61,33,33,33,74,73,77,78,77,83
Ammonium sulfate,47,55,33,42,38,67,61,66,38,56,58,33
14-14-14,53,45,61,21,17,50,46,43,62,48,51,17
16-20-0,28,34,11,38,40,17,44,43,46,45,44,67
Crop giant,11,3,22,15,10,50,3,1,8,12,10,33
0-0-60,6,3,6,0,0,0,5,3,15,16,15,17
Agrowell,4,0,11,4,2,17,1,0,8,3,3,0
21-0-24,0,0,0,0,0,0,3,1,8,3,3,0
La themgas,0,0,0,0,0,0,3,3,0,5,6,0
17-0-17,0,0,0,4,5,0,1,1,0,0,0,0
18-46-0,2,0,0,0,0,0,1,0,8,0,0,0
12/12/12,0,0,0,0,0,0,1,0,8,0,0,0
17-0-0,2,3,0,0,0,0,0,0,0,1,1,0
Organic,2,0,6,0,0,0,0,0,0,0,0,0
Davao de Oro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 12),(n = 12),(n = 0),(n = 12),(n = 12),(n = 0),(n = 26),(n = 22),(n = 4),(n = 25),(n = 20),(n = 5)
,(Percent of farmers),,,,,,,,,,,
Ammonium sulfate,92,92,0,83,83,0,100,100,100,96,95,100
14-14-14,33,33,0,33,33,0,42,36,75,52,40,100
Urea,42,42,0,67,67,0,46,50,25,32,35,20
16-20-0,17,17,0,8,8,0,19,23,0,24,20,40
0-0-20,25,25,0,0,0,0,15,14,25,0,0,0
Agrowell,0,0,0,0,0,0,12,9,25,12,5,40
0-0-60,8,8,0,33,33,0,0,0,0,8,10,0
45-0-0,50,50,0,0,0,0,0,0,0,0,0,0
45-0-0,0,0,0,0,0,0,4,5,0,32,40,0
Growmore,8,8,0,0,0,0,8,9,0,4,5,0
8/18/16,0,0,0,0,0,0,4,0,25,0,0,0
Crop giant,0,0,0,0,0,0,4,5,0,4,5,0
Composted rice straww mixed dueing seedbed pre.,0,0,0,8,8,0,0,0,0,0,0,0
Grow max,0,0,0,8,8,0,0,0,0,0,0,0
Ammophos,0,0,0,8,8,0,0,0,0,0,0,0
60-0-0,0,0,0,8,8,0,0,0,0,0,0,0
Organic seaweeds,0,0,0,0,0,0,4,5,0,0,0,0
Davao del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 19),(n = 19),(n = 0),(n = 19),(n = 19),(n = 0),(n = 34),(n = 34),(n = 0),(n = 34),(n = 34),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Urea,58,58,0,58,58,0,85,85,0,88,88,0
Ammonium sulfate,42,42,0,58,58,0,79,79,0,76,76,0
14-14-14,47,47,0,47,47,0,56,56,0,47,47,0
0-0-60,5,5,0,32,32,0,38,38,0,38,38,0
16-20-0,37,37,0,16,16,0,24,24,0,26,26,0
45-0-0,26,26,0,16,16,0,0,0,0,0,0,0
Caligro,0,0,0,0,0,0,12,12,0,6,6,0
Crop giant,0,0,0,5,5,0,9,9,0,3,3,0
0-0-20,16,16,0,0,0,0,0,0,0,0,0,0
Bounty grow,0,0,0,0,0,0,6,6,0,9,9,0
Agrowell,0,0,0,11,11,0,3,3,0,0,0,0
Growmore,0,0,0,0,0,0,12,12,0,0,0,0
La themgas,0,0,0,0,0,0,0,0,0,12,12,0
Foliara,0,0,0,0,0,0,3,3,0,3,3,0
16-16-8,5,5,0,0,0,0,0,0,0,0,0,0
0-18-0,5,5,0,0,0,0,0,0,0,0,0,0
Megayield,0,0,0,5,5,0,0,0,0,0,0,0
25-0-0,5,5,0,0,0,0,0,0,0,0,0,0
Mega yield,5,5,0,0,0,0,0,0,0,0,0,0
Davao del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 32),(n = 31),(n = 1),(n = 32),(n = 32),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Urea,66,65,100,78,78,0,78,78,0,78,78,0
14-14-14,47,48,0,44,44,0,60,60,0,55,55,0
16-20-0,34,32,100,31,31,0,28,28,0,23,23,0
Ammonium sulfate,38,39,0,25,25,0,27,27,0,22,22,0
45-0-0,0,0,0,0,0,0,18,18,0,22,22,0
45-0-0,22,23,0,13,13,0,0,0,0,0,0,0
Crop giant,6,6,0,9,9,0,5,5,0,5,5,0
0-0-60,3,3,0,3,3,0,3,3,0,3,3,0
Foliar,3,3,0,0,0,0,5,5,0,3,3,0
Agrowell,0,0,0,0,0,0,2,2,0,7,7,0
17-17-17,0,0,0,0,0,0,3,3,0,3,3,0
Growmore,3,3,0,0,0,0,0,0,0,2,2,0
25-0-0,0,0,0,3,3,0,2,2,0,0,0,0
Organic,3,3,0,0,0,0,0,0,0,0,0,0
First,3,3,0,0,0,0,0,0,0,0,0,0
Gro ec,3,3,0,0,0,0,0,0,0,0,0,0
16-16-16,3,3,0,0,0,0,0,0,0,0,0,0
Ammonium phosphate,0,0,0,3,3,0,0,0,0,0,0,0
Davao Oriental,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 60),(n = 58),(n = 2),(n = 60),(n = 58),(n = 2),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Urea,87,86,100,87,86,100,67,67,0,85,85,0
Ammonium sulfate,82,81,100,67,69,0,98,98,0,97,97,0
14-14-14,68,71,0,67,69,0,68,68,0,78,78,0
16-20-0,37,38,0,40,38,100,25,25,0,30,30,0
Foliar,15,16,0,18,17,50,0,0,0,3,3,0
Multi-k,2,2,0,8,7,50,0,0,0,0,0,0
0-0-60,3,3,0,13,14,0,10,10,0,3,3,0
Crop giant,2,2,0,5,5,0,3,3,0,8,8,0
Agrowell,3,3,0,0,0,0,10,10,0,2,2,0
Growmore,2,2,0,0,0,0,5,5,0,8,8,0
45-0-0,0,0,0,0,0,0,10,10,0,2,2,0
Mega yield,10,10,0,0,0,0,0,0,0,0,0,0
Algafer,0,0,0,5,5,0,0,0,0,0,0,0
45-0-0,2,2,0,3,3,0,0,0,0,0,0,0
0-0-20,2,2,0,0,0,0,2,2,0,2,2,0
Megayield,0,0,0,3,3,0,0,0,0,0,0,0
La themgas,0,0,0,0,0,0,3,3,0,0,0,0
North Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 41),(n = 30),(n = 11),(n = 39),(n = 36),(n = 3),(n = 84),(n = 59),(n = 25),(n = 68),(n = 49),(n = 19)
,(Percent of farmers),,,,,,,,,,,
Ammonium sulfate,56,47,82,26,19,100,57,42,92,60,53,79
Urea,73,93,18,62,64,0,62,69,44,69,76,53
14-14-14,24,30,9,28,31,0,50,56,36,34,47,0
16-20-0,46,60,9,28,28,0,36,46,12,25,33,5
Agrowell,5,7,0,10,11,0,2,2,4,10,10,11
0-0-60,5,7,0,10,11,0,2,2,4,3,4,0
Latimgas,7,10,0,0,0,0,0,0,0,0,0,0
La themgas,0,0,0,3,3,0,1,2,0,0,0,0
18-46-0,0,0,0,0,0,0,0,0,0,1,0,5
South Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 49),(n = 40),(n = 9),(n = 48),(n = 47),(n = 1),(n = 59),(n = 50),(n = 9),(n = 56),(n = 47),(n = 9)
,(Percent of farmers),,,,,,,,,,,
Urea,100,100,100,52,51,100,95,94,100,98,98,100
14-14-14,29,30,22,19,19,0,51,50,56,45,45,44
Ammonium sulfate,24,8,100,15,13,100,22,26,0,27,26,33
16-20-0,4,5,0,0,0,0,5,4,11,14,13,22
0-0-60,8,3,33,4,4,0,7,6,11,0,0,0
Agrowell,8,10,0,6,6,0,5,4,11,2,2,0
La themgas,0,0,0,0,0,0,10,10,11,5,6,0
17-0-0,0,0,0,0,0,0,7,8,0,0,0,0
Freegrow,0,0,0,0,0,0,2,0,11,0,0,0
Superior,0,0,0,6,6,0,0,0,0,0,0,0
Mega yield,0,0,0,0,0,0,3,4,0,2,2,0
14-8-12,0,0,0,0,0,0,2,2,0,2,2,0
17-0-12,0,0,0,0,0,0,3,4,0,0,0,0
Sultan Kudarat,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 53),(n = 40),(n = 13),(n = 46),(n = 39),(n = 7),(n = 58),(n = 43),(n = 15),(n = 40),(n = 40),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Urea,87,88,85,50,41,100,97,95,100,55,55,0
Ammonium sulfate,38,38,38,28,31,14,69,67,73,25,25,0
14-14-14,30,40,0,20,15,43,19,21,13,40,40,0
16-20-0,11,13,8,4,3,14,2,2,0,25,25,0
45-0-0,0,0,0,0,0,0,3,5,0,35,35,0
17-0-17,0,0,0,2,3,0,12,14,7,20,20,0
Agrowell,2,3,0,7,8,0,3,0,13,10,10,0
La themgas,0,0,0,2,3,0,0,0,0,8,8,0
17-17-17,8,10,0,0,0,0,0,0,0,0,0,0
25-0-0,4,5,0,0,0,0,0,0,0,3,3,0
0-0-60,6,8,0,0,0,0,0,0,0,0,0,0
Zinc sulfate,0,0,0,0,0,0,3,5,0,3,3,0
Ameaure,0,0,0,0,0,0,0,0,0,5,5,0
Sagro,2,0,8,0,0,0,0,0,0,0,0,0
17-0-12,2,3,0,0,0,0,0,0,0,3,3,0
Crop giant,4,5,0,0,0,0,0,0,0,0,0,0
Agusan del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 25),(n = 15),(n = 10),(n = 25),(n = 17),(n = 8),(n = 57),(n = 32),(n = 25),(n = 51),(n = 34),(n = 17)
,(Percent of farmers),,,,,,,,,,,
Ammonium sulfate,48,53,40,60,59,63,84,88,80,82,88,71
14-14-14,56,53,60,52,41,75,53,44,64,59,53,71
Urea,28,33,20,44,29,75,42,41,44,35,29,47
16-20-0,32,33,30,0,0,0,2,3,0,4,3,6
0-0-60,4,0,10,16,12,25,4,0,8,8,3,18
45-0-0,28,13,50,0,0,0,0,0,0,0,0,0
Foliar,12,13,10,8,12,0,11,16,4,0,0,0
45-0-0,0,0,0,0,0,0,5,6,4,8,6,12
Crop giant,8,7,10,0,0,0,0,0,0,4,6,0
Organic,0,0,0,4,0,13,4,3,4,0,0,0
Zinc oxide,4,0,10,0,0,0,2,0,4,0,0,0
Zinc,0,0,0,0,0,0,7,13,0,0,0,0
Megayield,0,0,0,4,0,13,0,0,0,0,0,0
46-20-0,0,0,0,4,0,13,0,0,0,0,0,0
Zinc sulfate,0,0,0,0,0,0,4,6,0,2,3,0
Rhesa,4,0,10,0,0,0,0,0,0,0,0,0
Foliar/gara,4,0,10,0,0,0,0,0,0,0,0,0
16-0-0,4,0,10,0,0,0,0,0,0,0,0,0
Hog manure,4,7,0,0,0,0,0,0,0,0,0,0
15-7-7,4,7,0,0,0,0,0,0,0,0,0,0
17-17-17,4,7,0,0,0,0,0,0,0,0,0,0
17-7-17,0,0,0,4,6,0,0,0,0,0,0,0
Amway,0,0,0,0,0,0,2,3,0,2,3,0
Agusan del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 41),(n = 26),(n = 15),(n = 41),(n = 24),(n = 17),(n = 54),(n = 34),(n = 20),(n = 60),(n = 32),(n = 28)
,(Percent of farmers),,,,,,,,,,,
Ammonium sulfate,51,54,47,56,63,47,63,65,60,63,75,50
14-14-14,44,50,33,44,50,35,35,41,25,33,38,29
Urea,29,23,40,24,25,24,11,18,0,13,22,4
Crop giant,15,8,27,15,8,24,6,0,15,7,3,11
Agrowell,7,4,13,10,4,18,2,3,0,5,0,11
0-0-60,10,12,7,7,13,0,2,3,0,7,9,4
45-0-0,0,0,0,0,0,0,17,24,5,8,0,18
16-20-0,7,12,0,5,8,0,0,0,0,13,19,7
Mega yield,2,0,7,0,0,0,4,3,5,7,6,7
17-0-17,2,4,0,5,4,6,4,3,5,2,3,0
Gana,0,0,0,2,0,6,4,0,10,3,0,7
Restorer,7,12,0,0,0,0,4,3,5,0,0,0
La themgas,0,0,0,0,0,0,4,6,0,3,0,7
0-0-20,0,0,0,0,0,0,7,12,0,0,0,0
17-17-17,7,12,0,0,0,0,0,0,0,0,0,0
17-7-17,0,0,0,5,8,0,0,0,0,2,3,0
45-0-0,2,4,0,2,0,6,0,0,0,0,0,0
Growmore,0,0,0,2,4,0,2,0,5,0,0,0
Organic,5,8,0,0,0,0,0,0,0,0,0,0
Superharvest,0,0,0,0,0,0,4,3,5,0,0,0
Nutriplant,0,0,0,0,0,0,2,3,0,2,3,0
40-0-0,2,0,7,0,0,0,0,0,0,0,0,0
Megayield,0,0,0,2,0,6,0,0,0,0,0,0
Bionature,0,0,0,2,0,6,0,0,0,0,0,0
Vitagrow,0,0,0,0,0,0,2,0,5,0,0,0
Organic liquid fertilizer,0,0,0,2,4,0,0,0,0,0,0,0
Guzo,2,4,0,0,0,0,0,0,0,0,0,0
Ammosul,2,4,0,0,0,0,0,0,0,0,0,0
Irao,2,4,0,0,0,0,0,0,0,0,0,0
Megagold,2,4,0,0,0,0,0,0,0,0,0,0
Twin grow,2,4,0,0,0,0,0,0,0,0,0,0
Maguindanao,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Fertilizer applied,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 37),(n = 23),(n = 14),(n = 28),(n = 28),(n = 0),(n = 65),(n = 58),(n = 7),(n = 34),(n = 31),(n = 3)
,(Percent of farmers),,,,,,,,,,,
Urea,43,65,7,39,39,0,95,95,100,91,94,67
14-14-14,70,74,64,14,14,0,22,22,14,53,58,0
Ammonium sulfate,22,17,29,21,21,0,29,33,0,0,0,0
45-0-0,35,9,79,0,0,0,0,0,0,0,0,0
16-20-0,11,9,14,0,0,0,3,2,14,3,3,0
15-15-30,0,0,0,21,21,0,0,0,0,0,0,0
17-17-17,5,4,7,0,0,0,0,0,0,0,0,0
45-0-0,0,0,0,0,0,0,0,0,0,6,6,0
17-0-17,3,0,7,0,0,0,0,0,0,0,0,0
15-15-15,0,0,0,4,4,0,0,0,0,0,0,0
25-0-0,3,4,0,0,0,0,0,0,0,0,0,0
