Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,0,180,0,-,-,-,-,-,-,-,-
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,115.97,86,115.97,-,-
Camarines Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 90),,(n = 70),,(n = 19),,(n = 76),,(n = 69),,(n = 7),,(n = 106),,(n = 79),,(n = 27),,(n = 114),,(n = 75),,(n = 39),,(n = 112),,(n = 72),,(n = 40),,(n = 112),,(n = 80),,(n = 32),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,96,0,96,0,-,-,80,0,80,0,-,-,-,-,-,-,-,-,17.74,2.23,17.74,2.23,-,-,25.81,11.87,28.52,11.79,15,0,37.54,27.53,59.75,17.32,15.33,0.47
Certified,79.78,29.18,79.76,30.95,80,0,83.05,22.43,83.05,22.43,-,-,84.38,36.38,74.93,24.37,160,0,92.35,25.38,95.15,24.6,61.54,0,91.9,50.47,91.86,60.56,91.97,21.21,88.42,41.44,90.68,47.24,82.33,19.14
Good seeds,108.85,14.01,108.85,14.01,-,-,87.25,13.42,87.25,13.42,-,-,88.67,11.83,66.67,0,92.33,7.42,110.35,24.08,119.96,22.69,91.14,15.75,50,0,-,-,50,0,77.51,15.62,77.51,15.62,-,-
Farmer's seed,103.4,23.57,105.38,24.67,99.25,18.07,111.12,31.55,110.88,32.95,113.22,16.31,103.99,36.01,102.51,38.34,108.95,27.03,99.8,24.75,99.03,29,100.99,16.39,108.77,55.8,106.36,62.37,112.73,43.87,110.32,61.95,111.15,66.91,108.31,49.43
Registered,-,-,-,-,-,-,43.8,0,43.8,0,-,-,98.1,17.22,98.1,17.22,-,-,88.89,0,88.89,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.1,85.5,93.87,98.47,80,0,52.5,38.89,25,0,80,0
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,35.36,150,0,100,0,-,-,-,-,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70.22,8.57,73.33,9.43,64,0
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,0,40,0,-,-
Antique,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 29),,(n = 31),,(n = 42),,(n = 28),,(n = 14),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107.14,0,107.14,0,-,-,80,0,80,0,-,-
Certified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121.25,66.85,111.08,78.51,146.67,18.86,169.87,84.54,178.1,76.02,163.28,99.19
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,320,0,320,0,-,-,194,48.08,194,48.08,-,-
Good seeds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,188.33,60.22,163.33,51.85,213.33,75.42,160,0,-,-,160,0
Farmer's seed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195.53,64.83,202.61,60.55,190.28,68.49,199.94,69.24,200.53,70.38,198.33,71.51
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186.67,46.19,200,56.57,160,0
Capiz,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 59),,(n = 31),,(n = 28),,(n = 57),,(n = 40),,(n = 17),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,0,48,0,-,-,-,-,-,-,-,-
Certified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187.14,65.2,187.33,62.43,186.88,74.81,160.85,46,161.04,47.38,160,56.57
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,0,-,-,200,0,10,0,10,0,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,266.67,73.71,266.67,73.71,-,-,200,0,200,0,-,-
Good seeds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,0,225,0,-,-,-,-,-,-,-,-
Farmer's seed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203.74,95.41,199.94,83.72,207,106.38,186.29,59.64,179.81,55.9,198.4,66.35
Iloilo,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 88),,(n = 41),,(n = 47),,(n = 37),,(n = 21),,(n = 16),,(n = 116),,(n = 62),,(n = 54),,(n = 58),,(n = 29),,(n = 29),,(n = 116),,(n = 55),,(n = 61),,(n = 68),,(n = 49),,(n = 19),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registered,155.09,30.77,176.84,0,133.33,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149.33,18.48,160,0,144,22.63,-,-,-,-,-,-
Certified,146.48,51.52,120.82,42.02,172.15,49.47,160,0,160,0,160,0,150.87,49.24,134.64,56.92,164.53,38.06,146.67,23.09,160,0,140,28.28,152.52,73.09,164.51,57.28,141.13,85.42,167.91,80.86,156.21,70.76,320,0
Good seeds,149.72,26.29,144.84,34.66,154.15,15.98,138.28,50.19,157.54,45.36,126.25,52.08,149.6,43.78,135.07,51.94,166.56,24.21,160.75,41.05,177.64,25.67,136.62,48.49,133.54,78.53,133.54,78.53,-,-,123.33,32.15,130,42.43,110,0
Farmer's seed,152.43,48.55,153.13,43.89,151.85,52.86,165.11,49.16,159.24,57.38,177.68,22.46,169.6,39.6,175.04,46.24,163.22,29.78,162.66,37.83,171.75,41.5,154.47,33.13,164.27,54.42,174.31,50.66,157.69,56.56,162.31,60.11,165.73,66.93,155,43.24
Hybrid,-,-,-,-,-,-,-,-,-,-,-,-,10.48,2.05,10.48,2.05,-,-,-,-,-,-,-,-,28.37,16.47,33.29,16.16,16.07,12.63,26.33,15.82,35,7.07,9,0
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166.35,2.33,164.71,0,168,0,-,-,-,-,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139.56,47.77,135.25,54.56,145.3,47.9,240,0,-,-,240,0
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,0,-,-,160,0,-,-,-,-,-,-
Negros Occidental,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohol,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 74),,(n = 22),,(n = 52),,(n = 41),,(n = 26),,(n = 15),,(n = 81),,(n = 33),,(n = 48),,(n = 86),,(n = 32),,(n = 54),,(n = 65),,(n = 26),,(n = 39),,(n = 78),,(n = 29),,(n = 49),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certified,51.43,0,-,-,51.43,0,40,0,-,-,40,0,40.48,3.41,40.48,3.41,-,-,52.46,12.92,56.61,14.89,45.56,5.09,45.6,11.26,46,15.1,45,7.07,36.5,16.26,36.5,16.26,-,-
Good seeds,32.01,18.73,41.53,6.56,27.78,21.08,42.33,0.47,-,-,42.33,0.47,57.93,17.86,-,-,57.93,17.86,44.74,5.81,48.64,7.75,42.4,3.29,30,0,-,-,30,0,40,0,-,-,40,0
Farmer's seed,46.74,21.74,49.66,26.75,45.49,19.45,41.15,12.87,41.67,13.25,40.03,12.48,56.22,25.31,54.2,35.05,57.44,17.45,48.59,13.65,44.17,9.04,51,15.15,51.97,28.54,63.79,37.4,46.28,21.74,61.79,48.81,55.61,35.92,66.03,56.03
Hybrid,-,-,-,-,-,-,-,-,-,-,-,-,12,0,-,-,12,0,20,0,-,-,20,0,14.54,5.14,12.83,4.83,16.46,5.07,16.93,5.48,16,0,17.04,5.8
Registered,-,-,-,-,-,-,-,-,-,-,-,-,75,0,75,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,36.77,92,0,40,0,-,-,-,-,-,-
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,0,-,-,31,0
Leyte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 79),,(n = 52),,(n = 27),,(n = 78),,(n = 54),,(n = 24),,(n = 84),,(n = 69),,(n = 15),,(n = 83),,(n = 69),,(n = 14),,(n = 77),,(n = 64),,(n = 13),,(n = 77),,(n = 67),,(n = 10),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,21.79,9.6,21.79,9.6,-,-,33.33,0,33.33,0,-,-,15.92,8.57,15.92,8.57,-,-,23.67,15.37,23.67,15.37,-,-,14.12,6.13,14.49,6.29,10,0,13.05,4.74,12.35,4.37,20,0
Registered,60,28.28,60,28.28,-,-,49.17,12.96,49.17,12.96,-,-,-,-,-,-,-,-,80,0,80,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Certified,64.1,36.77,64.17,45.21,64,21.91,64.2,36.51,65.25,39.91,60,28.28,58.78,18.07,57.85,18.29,70,14.14,61.63,19.84,61.71,20.38,60,0,58.48,28.52,58.48,28.52,-,-,52.98,20.49,54.37,23.66,48.83,3.9
Good seeds,20,0,20,0,-,-,64,5.66,60,0,68,0,40,0,40,0,-,-,53.33,13.01,40,0,60,8.49,36.04,24.45,18.75,0,53.33,0,114,50.91,114,50.91,-,-
Farmer's seed,64.94,22.98,70.35,23.66,55.35,18.59,68.62,26.02,72.55,26.44,60.77,23.86,69.89,20.17,67.28,21.32,77.33,14.71,62.17,18.47,62.56,19.25,60.65,15.76,65.22,35.44,62.99,33.52,74.36,43.02,72.1,39.32,71.93,40.98,73.75,18.23
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.99,16.82,37.99,16.82,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,0,-,-,80,0
Northern Samar,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 50),,(n = 26),,(n = 24),,(n = 50),,(n = 17),,(n = 33),,(n = 45),,(n = 27),,(n = 18),,(n = 59),,(n = 27),,(n = 32),,(n = 30),,(n = 19),,(n = 11),,(n = 58),,(n = 25),,(n = 33),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,84,0,84,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.89,18.36,28.89,18.36,-,-,27.5,17.08,27.5,17.08,-,-
Certified,85.89,65.09,65.22,24.53,120.36,103.8,71.5,10.34,71.5,10.34,-,-,87.46,14.7,88.89,15.03,76,0,53.9,18.12,56.69,21.1,48.89,11.33,54.03,33.79,53.67,34.36,55,39.69,64.19,31.03,69.62,37.33,57.78,21.43
Good seeds,96.02,47.5,60.71,19.52,118.08,46.94,80,0,80,0,-,-,88.89,21.77,106.67,37.71,80,0,65.44,15.6,57.3,9.16,75.92,16.4,53.33,0,-,-,53.33,0,53.33,0,53.33,0,-,-
Farmer's seed,74.74,28.5,62.29,11.44,89.11,35.46,61.47,26.63,53.64,12.37,64.32,29.85,84.83,11.47,84.88,10.83,84.77,12.72,66.23,12.41,56.44,9.12,70.64,11.22,70.31,38.92,70.33,36.54,70.29,44.46,64.79,30.66,65.12,35.76,64.68,29.7
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,0,-,-,30,0
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,0,-,-,28,0
Western Samar,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 59),,(n = 33),,(n = 26),,(n = 60),,(n = 36),,(n = 24),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.01,12.24,12.87,12.2,17.83,14.18,12.1,9.61,6.43,4.41,17.77,10.29
Certified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.13,31.88,48.56,44.72,45,7.07,30.03,10.53,28.37,10.49,40,0
Farmer's seed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.12,56.51,65.06,30.91,65.17,74.02,63.36,40.37,64.7,38.52,61.32,44.36
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,0,-,-,50,0
Zamboanga del Norte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 41),,(n = 18),,(n = 23),,(n = 31),,(n = 17),,(n = 14),,(n = 60),,(n = 32),,(n = 28),,(n = 43),,(n = 29),,(n = 14),,(n = 59),,(n = 32),,(n = 27),,(n = 44),,(n = 30),,(n = 14),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,40,0,40,0,-,-,50,0,50,0,-,-,50,0,50,0,-,-,14.29,0,14.29,0,-,-,33.4,28.37,39,14.01,25.93,41.23,35.02,62.82,18.29,13.49,127,159.81
Registered,120,113.14,40,0,200,0,-,-,-,-,-,-,90.38,50.33,90.38,50.33,-,-,-,-,-,-,-,-,127.62,42.12,151.43,12.12,80,0,-,-,-,-,-,-
Certified,88.7,44.25,84.48,21.94,91.51,60.37,74.67,9.24,72,11.31,80,0,78.78,23.86,82.71,35.4,75.83,11.78,82.76,35.56,82.76,35.56,-,-,106.73,92.05,85,30,119.14,114.8,71.15,44.39,69.29,44.43,72.59,46.99
Good seeds,45,21.21,60,0,30,0,110.62,36.23,99.5,35.02,144,0,83.85,24.46,70.77,13.05,110,0,16.67,0,16.67,0,-,-,60,0,-,-,60,0,-,-,-,-,-,-
Farmer's seed,123.96,60.18,114.35,61.99,130.9,59.64,132.81,64.9,122.84,74.48,141.94,56.49,114.67,52.63,109.25,65.76,120.08,36.17,111.81,50.31,91.45,42,142.36,47.24,124.51,103.9,91.19,58.07,186.99,142.62,78.92,39.65,71.45,34.17,120,56.57
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124,69.86,86.67,64.29,180,28.28,-,-,-,-,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,0,-,-,20,0,-,-,-,-,-,-
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,0,-,-,260,0,-,-,-,-,-,-
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,28.28,120,0,80,0
Zamboanga del Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 50),,(n = 38),,(n = 12),,(n = 50),,(n = 41),,(n = 9),,(n = 60),,(n = 45),,(n = 15),,(n = 60),,(n = 49),,(n = 11),,(n = 60),,(n = 53),,(n = 7),,(n = 59),,(n = 52),,(n = 7),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
