Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Bulacan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 77),,(n = 35),,(n = 39),,(n = 29),,(n = 29),,(n = 0),,(n = 79),,(n = 38),,(n = 41),,(n = 37),,(n = 37),,(n = 0),,(n = 81),,(n = 44),,(n = 37),,(n = 48),,(n = 43),,(n = 5),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,23.81,13.8,21.67,16.67,26.67,11.55,95.56,66.78,95.56,66.78,-,-,18.58,7.12,19.98,7.84,14.4,0.85,14.02,8.03,14.02,8.03,-,-,20.3,12.17,20.3,12.17,-,-,34.51,44.09,21.97,15.36,160,0
Certified,126.52,41.27,137.78,60.12,117.8,34.83,136.92,23.93,136.92,23.93,-,-,85.41,39.03,93.26,45.04,76.87,29.92,99.02,44.09,99.02,44.09,-,-,90.25,35.85,82.14,32.76,97.74,37.55,105.42,32.77,102.04,31.47,135.83,33.94
Good seeds,89.58,45.83,86.11,55.49,100,0,110,14.14,110,14.14,-,-,102.51,48.65,139.88,28.4,77.6,43.76,127.43,32.36,127.43,32.36,-,-,94.98,40.99,102.86,0,92.36,49.79,100,0,100,0,-,-
Farmer's seed,125.24,55.28,119.71,50.64,133.99,60.66,121.85,34.29,121.85,34.29,-,-,110.03,47.98,105,21.21,111.04,52.51,98.33,60.78,98.33,60.78,-,-,104.97,33.97,155,7.07,88.29,16.46,152.78,46.97,153.33,52.49,150,0
Registered,-,-,-,-,-,-,69.05,27.04,69.05,27.04,-,-,60,0,60,0,-,-,20,0,20,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.1,34.51,86.79,28.86,133.33,37.71,-,-,-,-,-,-
Nueva Ecija,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 110),,(n = 96),,(n = 13),,(n = 77),,(n = 76),,(n = 1),,(n = 148),,(n = 141),,(n = 7),,(n = 123),,(n = 123),,(n = 0),,(n = 150),,(n = 114),,(n = 36),,(n = 129),,(n = 129),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,49.81,34.86,49.81,34.86,-,-,23.84,5.31,23.84,5.31,-,-,19.02,4.94,19.02,4.94,-,-,22.47,8.75,22.47,8.75,-,-,21.16,6,21.16,6,-,-,27.74,12.12,27.74,12.12,-,-
Registered,82.23,31.94,82.23,31.94,-,-,72.3,36.86,72.3,36.86,-,-,83.12,36.07,84.9,36.9,60,0,79.56,22.65,79.56,22.65,-,-,83.15,25.58,83.15,25.58,-,-,79.15,34.27,79.15,34.27,-,-
Certified,110.5,39.95,111.2,40.62,105.33,38.41,126.22,29.52,126.22,29.52,-,-,96,34.13,94.74,33.33,114.44,43.5,111.61,46.64,111.61,46.64,-,-,100.48,43.3,98.46,43.24,107.08,43.63,111.39,50.42,111.39,50.42,-,-
Good seeds,109.33,37.54,108.74,39.59,114,19.8,134.72,52.1,134.72,52.1,-,-,177.9,102.95,177.9,102.95,-,-,141.87,43.83,141.87,43.83,-,-,128.25,45.93,106.67,37.71,171.43,0,133.33,47.14,133.33,47.14,-,-
Farmer's seed,140.6,40.36,141.62,42.8,134.27,33.41,147.06,46.18,146.98,46.85,150,0,146.49,47.08,146.49,47.08,-,-,126.98,53.7,126.98,53.7,-,-,87.05,75.71,111.9,90.94,56,44.09,129.49,33.14,129.49,33.14,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.67,30.9,84.53,13.52,120,56.57,75.29,6.66,75.29,6.66,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,0,-,-,80,0,-,-,-,-,-,-
Pampanga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 49),,(n = 7),,(n = 40),,(n = 40),,(n = 0),,(n = 49),,(n = 49),,(n = 0),,(n = 50),,(n = 50),,(n = 0),,(n = 57),,(n = 45),,(n = 12),,(n = 56),,(n = 56),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,115,0,115,0,-,-,23.64,5.14,23.64,5.14,-,-,-,-,-,-,-,-,27,0,27,0,-,-,42.35,0,42.35,0,-,-,48.52,44.92,48.52,44.92,-,-
Registered,131.33,61.85,131.33,61.85,-,-,80,0,80,0,-,-,114.29,0,114.29,0,-,-,118.57,26.26,118.57,26.26,-,-,0,0,0,0,-,-,-,-,-,-,-,-
Certified,105.56,27.99,105.56,27.99,-,-,102.86,60.47,102.86,60.47,-,-,89.51,43.14,89.51,43.14,-,-,145.8,63.57,145.8,63.57,-,-,103.15,37.47,98.6,35.21,117.71,42.63,120.95,47.84,120.95,47.84,-,-
Good seeds,86.94,43.07,83.48,44.92,99.94,37.8,95.54,40.3,95.54,40.3,-,-,211.11,19.24,211.11,19.24,-,-,150,0,150,0,-,-,105.33,41.77,118.42,47.02,79.17,5.89,102.08,50.09,102.08,50.09,-,-
Farmer's seed,115.64,55.34,114.03,45.3,125.33,114.13,160.71,61.28,160.71,61.28,-,-,105.25,46.99,105.25,46.99,-,-,128.57,48.33,128.57,48.33,-,-,135.5,36.3,135.5,36.3,-,-,204.45,82.22,204.45,82.22,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.57,50.1,92.57,50.1,-,-,-,-,-,-,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102.5,42.57,102.5,42.57,-,-
Tarlac,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 76),,(n = 57),,(n = 19),,(n = 37),,(n = 37),,(n = 0),,(n = 86),,(n = 77),,(n = 9),,(n = 45),,(n = 45),,(n = 0),,(n = 86),,(n = 55),,(n = 31),,(n = 52),,(n = 50),,(n = 2),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,35.87,22.83,40,28.28,27.62,1.35,-,-,-,-,-,-,20.43,11.22,22.33,11.98,12.82,0,31.52,19.47,31.52,19.47,-,-,76.33,82.45,36,0,89.78,95.46,19.2,5.2,19.2,5.2,-,-
Registered,60,0,60,0,-,-,-,-,-,-,-,-,54.51,24.02,54.51,24.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Certified,84.4,25.27,84.61,25.87,80,0,96.3,34.66,96.3,34.66,-,-,74.8,25.05,72.61,17.83,100,67.55,86.07,30.8,86.07,30.8,-,-,88.85,29.01,86.24,26.04,95.82,35.67,102.18,39.56,100.5,39.44,133.33,37.71
Good seeds,109.19,51.96,111.21,54.73,92,0,95.62,26.03,95.62,26.03,-,-,117.8,34.58,116.5,36.32,123,38.18,122.89,21.24,122.89,21.24,-,-,98.81,26.81,125,0,85.71,20.2,153.33,0,153.33,0,-,-
Farmer's seed,119.97,31.37,124.34,35.56,115.61,27.18,125.46,35.61,125.46,35.61,-,-,124.64,45.06,124.56,42.55,125.04,77.72,105.48,43.72,105.48,43.72,-,-,119.22,49.24,113.33,41.63,125.11,65,68.57,0,68.57,0,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.36,29.9,67.27,18,74.4,35.24,122.21,32.89,122.21,32.89,-,-
Laguna,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 38),,(n = 18),,(n = 45),,(n = 36),,(n = 9),,(n = 59),,(n = 59),,(n = 0),,(n = 57),,(n = 56),,(n = 1),,(n = 51),,(n = 43),,(n = 8),,(n = 57),,(n = 46),,(n = 11),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registered,50,0,50,0,-,-,50,0,50,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Certified,81.73,32.21,74.65,23.87,106.51,48.57,96.73,30.8,78.67,33.55,114.79,16.35,75.36,41.83,75.36,41.83,-,-,75.9,37.04,75.9,37.04,-,-,86.84,39.33,85.83,40.74,100,0,106.38,92.1,86.81,50.2,400,0
Good seeds,94.56,5.84,92,3.46,102.22,0,102.64,13.02,90,0,106.85,12.16,65,35.36,65,35.36,-,-,100,0,100,0,-,-,-,-,-,-,-,-,372.82,441.32,372.82,441.32,-,-
Farmer's seed,97.39,26.75,93.23,29.97,103.8,20.34,89.7,38.58,88.05,39.8,106.18,19.93,101.1,32.99,101.1,32.99,-,-,101.52,30.13,101.56,30.47,100,0,124.16,142.93,116.66,143.98,166.19,144.55,114.68,111.82,78.13,32.46,202.4,176.19
Hybrid,-,-,-,-,-,-,20,0,20,0,-,-,5,0,5,0,-,-,22.5,0,22.5,0,-,-,30,0,30,0,-,-,37.16,53.91,37.16,53.91,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,87.5,0,87.5,0,-,-,-,-,-,-,-,-
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,33.94,-,-,96,33.94,-,-,-,-,-,-
Quezon,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 52),,(n = 39),,(n = 13),,(n = 47),,(n = 27),,(n = 20),,(n = 60),,(n = 34),,(n = 26),,(n = 59),,(n = 29),,(n = 30),,(n = 52),,(n = 38),,(n = 14),,(n = 58),,(n = 38),,(n = 20),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,21.33,2.31,21.33,2.31,-,-,27.25,10.38,27.25,10.38,-,-,-,-,-,-,-,-,18,0,18,0,-,-,10.79,8.78,10.79,8.78,-,-,21,31.71,21,31.71,-,-
Registered,72.71,46.69,72.71,46.69,-,-,48,11.31,-,-,48,11.31,-,-,-,-,-,-,47.39,23.5,-,-,47.39,23.5,-,-,-,-,-,-,200,0,200,0,-,-
Certified,77,0,77,0,-,-,42.5,17.08,43.33,20.82,40,0,45.94,23.87,47.72,27.29,40,0,57.13,45.88,37.01,15.33,93.33,61.82,71.52,44.21,69.28,46.64,78.22,39.92,112.75,82.76,118.22,81.85,108.27,87.21
Good seeds,67.5,0,-,-,67.5,0,172.4,136.33,76,0,268.8,0,122.05,57.04,156,71.19,96.58,33.33,67.14,49.64,67.14,49.64,-,-,-,-,-,-,-,-,80,0,80,0,-,-
Farmer's seed,123.86,72.5,132.48,75.5,101.61,61.46,101.6,51.16,112.28,49.18,92.25,52.58,106.41,65.44,114.94,56.61,96.99,74.44,88.77,56.12,82.62,55.83,93.05,57.17,126.37,89.1,122.64,89.22,136.33,96.42,78.72,54.77,71.46,44.15,91.43,71.33
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,0,-,-,500,0,208.33,0,208.33,0,-,-
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101.33,37.71,-,-,101.33,37.71,-,-,-,-,-,-
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,272,0,-,-,272,0
Occidental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 51),,(n = 26),,(n = 25),,(n = 25),,(n = 25),,(n = 0),,(n = 60),,(n = 43),,(n = 17),,(n = 33),,(n = 33),,(n = 0),,(n = 59),,(n = 38),,(n = 21),,(n = 47),,(n = 44),,(n = 3),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,20,0,-,-,20,0,-,-,-,-,-,-,13.52,7.77,11.27,9.51,18,0,19.06,4.32,19.06,4.32,-,-,23.26,12.26,23.82,14.35,22.5,10.07,19.29,4.59,19.29,4.59,-,-
Certified,91.21,23.95,109.33,17.49,73.09,11.97,93.05,36.16,93.05,36.16,-,-,93.41,26.67,95.35,29.68,89.05,18.59,102.19,31.78,102.19,31.78,-,-,93.59,35.46,101.86,39.34,76.03,16,108.3,50.96,112.48,51.74,68.57,16.16
Good seeds,137.04,28.56,139.63,31.2,132.12,23.45,140.22,41.99,140.22,41.99,-,-,117.31,26.52,112.73,21.38,133.33,47.14,130.95,27.04,130.95,27.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Farmer's seed,133.46,28.34,149.4,19.96,127.08,29.48,166.67,0,166.67,0,-,-,138.76,48.33,142.69,55.07,125,0,127.08,4.17,127.08,4.17,-,-,123.66,34.31,140.48,25.79,90,22.36,126.05,46.59,126.66,49.07,120,0
Registered,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76.67,6.67,76.67,6.67,-,-,150,0,150,0,-,-,88.9,34.15,88.9,34.15,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,169.71,-,-,200,169.71,-,-,-,-,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90,0,90,0,-,-,112,0,112,0,-,-
Oriental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 84),,(n = 66),,(n = 18),,(n = 75),,(n = 71),,(n = 4),,(n = 82),,(n = 73),,(n = 9),,(n = 86),,(n = 70),,(n = 16),,(n = 82),,(n = 70),,(n = 12),,(n = 83),,(n = 72),,(n = 11),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,40,0,40,0,-,-,20,0,20,0,-,-,14.26,11.17,14.26,11.17,-,-,12,0,12,0,-,-,48.18,76.7,51.5,80.01,15,0,33.83,35.37,33.83,35.37,-,-
Registered,40,0,40,0,-,-,-,-,-,-,-,-,80,21.77,80,21.77,-,-,-,-,-,-,-,-,40,0,40,0,-,-,114.44,39.65,114.44,39.65,-,-
Certified,88.1,36.21,83.28,35.57,112.22,31.67,71.01,30.15,71.01,30.15,-,-,86.97,30.61,83.32,26.3,160,0,82.5,30.73,88.44,26.99,35,7.07,110.98,53.91,111.83,49.55,107.5,73.24,78.83,34.52,79.42,35.16,74.81,34.27
Good seeds,128.73,47.37,123.81,67.51,131.2,41.78,127.94,27.52,127.94,27.52,-,-,122.42,24.27,122.96,25.19,120,28.28,106.46,41.04,114.53,40.07,95.71,48.38,101.85,2.62,103.7,0,100,0,108.33,24.66,125,0,100,28.28
Farmer's seed,149.29,37.96,147.72,38.39,157.14,38.07,139.51,31.37,140.18,30.06,133.33,47.14,128.57,42.45,125.09,40.78,150,50.2,131.22,45.39,131.97,47.5,127.86,36.2,115.8,40.23,111.55,37.58,162.5,53.03,115.6,68.97,120.18,69.5,85.83,66.02
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.33,11.55,93.33,11.55,-,-,80,0,80,0,-,-
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,43.2,113.33,41.63,60,0
Palawan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 58),,(n = 33),,(n = 25),,(n = 48),,(n = 33),,(n = 15),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,0,18,0,-,-,9.09,0,9.09,0,-,-
Certified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126.92,54.23,149.13,31.94,52.89,48.63,147.49,52.13,149.29,54.98,136.67,42.43
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,0,160,0,-,-,-,-,-,-,-,-
Good seeds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,28.28,180,28.28,-,-,96.55,17.74,96.55,17.74,-,-
Farmer's seed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.56,57.02,180.33,61.61,137.89,45.44,150.67,47.15,161.23,45.9,136.05,46.62
Albay,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 48),,(n = 30),,(n = 18),,(n = 48),,(n = 29),,(n = 19),,(n = 60),,(n = 49),,(n = 11),,(n = 60),,(n = 52),,(n = 8),,(n = 60),,(n = 49),,(n = 11),,(n = 56),,(n = 51),,(n = 5),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,97.85,44.1,97.85,44.1,-,-,25,7.07,25,7.07,-,-,-,-,-,-,-,-,15.11,2.52,15.11,2.52,-,-,17.5,14.66,19.08,15.39,8,0,19.18,15.77,19.18,15.77,-,-
Certified,60.84,29.27,59.1,30.04,80,0,72.22,39.74,68.61,36.52,86.67,66,67.27,48.2,67.27,48.2,-,-,52.11,25.58,52.11,25.58,-,-,66.5,44.39,66.5,44.39,-,-,64.99,35.02,65.82,38.29,60,0
Good seeds,110.38,46.77,80.67,26.86,128.2,49.08,59.8,20.6,56.27,18.89,88,0,85.56,52.88,85.56,52.88,-,-,85.7,25.76,85.7,25.76,-,-,85.71,0,85.71,0,-,-,-,-,-,-,-,-
Farmer's seed,67.5,29.03,72.78,31.12,61.33,26.33,70.74,23.48,80,23.47,65.53,22.54,102.16,54.6,111.72,59.27,71.73,11.46,81.8,29.78,83.48,32.14,75.5,18.69,97.25,54.74,92.86,42.99,110.42,82.31,100.18,54.31,102.49,54.52,79.39,58.26
Registered,-,-,-,-,-,-,54.77,9.57,54.77,9.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,0,80,0,-,-,120,56.57,80,0,160,0
